Energy.ch	2017-06	PI/Visits	4.0
Energy.ch	2017-06	Page Impressions	7394417
Energy.ch	2017-06	Unique Clients	359000
Energy.ch	2017-06	Nutzungsdauer	0:05:10
Energy.ch	2017-06	Visits	1844608
Energy.ch	2017-06	Visits/UCs	5.1
Energy.ch	2017-07	CH PIs	85-89%
Energy.ch	2017-07	CH Visits	80-84%
Energy.ch	2017-07	PI/Visits	3.6
Energy.ch	2017-07	Page Impressions	6659769
Energy.ch	2017-07	Unique Clients	393000
Energy.ch	2017-07	Nutzungsdauer	0:04:17
Energy.ch	2017-07	Visits	1864599
Energy.ch	2017-07	Visits/UCs	4.7
Energy.ch	2017-08	CH PIs	95-100%
Energy.ch	2017-08	CH Visits	90-94%
Energy.ch	2017-08	PI/Visits	21.6
Energy.ch	2017-08	Page Impressions	60231945
Energy.ch	2017-08	Unique Clients	531000
Energy.ch	2017-08	Nutzungsdauer	0:05:23
Energy.ch	2017-08	Visits	2792301
Energy.ch	2017-08	Visits/UCs	5.3
Energy.ch	2017-09	CH PIs	90-94%
Energy.ch	2017-09	CH Visits	90-94%
Energy.ch	2017-09	PI/Visits	4.5
Energy.ch	2017-09	Page Impressions	7879068
Energy.ch	2017-09	Unique Clients	341000
Energy.ch	2017-09	Nutzungsdauer	0:04:25
Energy.ch	2017-09	Visits	1741413
Energy.ch	2017-09	Visits/UCs	5.1
Energy.ch	2017-10	CH PIs	95-100%
Energy.ch	2017-10	CH Visits	85-89%
Energy.ch	2017-10	PI/Visits	8.6
Energy.ch	2017-10	Page Impressions	16023311
Energy.ch	2017-10	Unique Clients	320000
Energy.ch	2017-10	Nutzungsdauer	0:04:17
Energy.ch	2017-10	Visits	1856098
Energy.ch	2017-10	Visits/UCs	5.8
familienleben.ch	2016-10	CH PIs	60-64%
familienleben.ch	2016-10	CH Visits	55-59%
familienleben.ch	2016-10	PI/Visits	2.1
familienleben.ch	2016-10	Page Impressions	930513
familienleben.ch	2016-10	Unique Clients	312000
familienleben.ch	2016-10	Nutzungsdauer	0:02:38
familienleben.ch	2016-10	Visits	448206
familienleben.ch	2016-10	Visits/UCs	1.4
familienleben.ch	2016-11	CH PIs	60-64%
familienleben.ch	2016-11	CH Visits	60-64%
familienleben.ch	2016-11	PI/Visits	2.2
familienleben.ch	2016-11	Page Impressions	1082529
familienleben.ch	2016-11	Unique Clients	349000
familienleben.ch	2016-11	Nutzungsdauer	0:02:29
familienleben.ch	2016-11	Visits	498678
familienleben.ch	2016-11	Visits/UCs	1.4
familienleben.ch	2016-12	CH PIs	60-64%
familienleben.ch	2016-12	CH Visits	60-64%
familienleben.ch	2016-12	PI/Visits	2.0
familienleben.ch	2016-12	Page Impressions	900970
familienleben.ch	2016-12	Unique Clients	327000
familienleben.ch	2016-12	Nutzungsdauer	0:02:30
familienleben.ch	2016-12	Visits	460964
familienleben.ch	2016-12	Visits/UCs	1.4
familienleben.ch	2017-01	CH PIs	60-64%
familienleben.ch	2017-01	CH Visits	60-64%
familienleben.ch	2017-01	PI/Visits	2.0
familienleben.ch	2017-01	Page Impressions	940546
familienleben.ch	2017-01	Unique Clients	329000
familienleben.ch	2017-01	Nutzungsdauer	0:02:37
familienleben.ch	2017-01	Visits	476151
familienleben.ch	2017-01	Visits/UCs	1.4
familienleben.ch	2017-02	CH PIs	65-69%
familienleben.ch	2017-02	CH Visits	60-64%
familienleben.ch	2017-02	PI/Visits	2.0
familienleben.ch	2017-02	Page Impressions	824494
familienleben.ch	2017-02	Unique Clients	293000
familienleben.ch	2017-02	Nutzungsdauer	0:02:40
