Webangebote Angebot;Unique Clients;Visits;CH-Visits;Use Time;Page Impressions;Nicht werberel.;WID;Offer;
GeneralMedia SA - freizeit.ch;;;373562;6249;freizeit;
GeneralMedia SA - itaste.com;;;178774;6249;itaste;
GeneralMedia SA - loisirs.ch;;;899248;6249;loisirs;
GeneralMedia SA - Tempslibre.ch;;;208446;6249;templib;
Loisirs & culture pool;308'000;473333;1481256;6254;;
Loisirs & culture pool - freizeit.ch;;;373562;6254;freizeit;
Loisirs & culture pool - loisirs.ch;;;899248;6254;loisirs;
Loisirs & culture pool - Tempslibre.ch;;;208446;6254;templib;
MEDIATI;449'000;3841363;18299046;6243;;
MEDIATI - Corriere del Ticino;;;8363442;6243;cdt;
MEDIATI - Giornale del Popolo;;;227208;6243;gdp;
MEDIATI - ticinonews.ch ;;;9708396;6243;ticinews;
Meier + Cie AG;81'000;230498;646515;6234;;
Meier + Cie AG - nordagenda.ch;;;104961;6234;nordagen;
Meier + Cie AG - radiomunot.ch;;;100275;6234;radmunot;
Meier + Cie AG - schaffhausen.ch;;;187289;6234;schaffh;
Meier + Cie AG - shn.ch;;;253990;6234;shn;
Newsnet Bern;1'080'000;5472520;26517492;6237;;
Newsnet Bern - bernerzeitung.ch;;;15401053;6237;bernerz;
Newsnet Bern - derbund.ch;;;11116439;6237;derbund;
Newsnet D-CH;3'278'000;23448730;122313201;6233;;
Newsnet D-CH - baslerzeitung.ch;;;19208345;6233;baz;
Newsnet D-CH - bernerzeitung.ch;;;15401053;6233;bernerz;
Newsnet D-CH - derbund.ch;;;11116439;6233;derbund;
Newsnet D-CH - tagesanzeiger.ch;;;76587364;6233;tagesanz;
Newsnet F-CH;2'104'000;16716675;102786277;6252;;
Newsnet F-CH - 24heures.ch;;;11829675;6252;24heures;
Newsnet F-CH - LeMatin.ch;;;74830889;6252;lematin;
Newsnet F-CH - Tribune de Genève;;;16125713;6252;tdg;
Newsnet national;5'256'000;39925351;225099478;6251;;
Newsnet national - 24heures.ch;;;11829675;6251;24heures;
Newsnet national - baslerzeitung.ch;;;19208345;6251;baz;
Newsnet national - bernerzeitung.ch;;;15401053;6251;bernerz;
Newsnet national - derbund.ch;;;11116439;6251;derbund;
Newsnet national - LeMatin.ch;;;74830889;6251;lematin;
Newsnet national - tagesanzeiger.ch;;;76587364;6251;tagesanz;
Newsnet national - Tribune de Genève;;;16125713;6251;tdg;
NZZ-Netz;3'827'000;20399515;89749615;6238;;
NZZ-Netz - FM1Today;;;3304633;6238;fm1today;
NZZ-Netz - Luzerner Zeitung;;;13753867;6238;lusonz;
NZZ-Netz - Neue Zürcher Zeitung;;;37184196;6238;nzz;
NZZ-Netz - Nordwestschweiz Netz;;;25940315;6238;aznetz;
NZZ-Netz - St. Galler Tagblatt;;;9566604;6238;tagblatt;
PoolFéminin;361'000;650035;2590643;6247;;
PoolFéminin - annabelle.ch;;;1222078;6247;annabe;
PoolFéminin - Femina.ch;;;1368565;6247;femina;
Ringier Romandie;1'112'000;3447819;9460004;6231;;
Ringier Romandie - Illustré;;;3247158;6231;illustre;
Ringier Romandie - LE TEMPS;;;5721537;6231;letemps;
Ringier Romandie - TV8;;;491309;6231;tv8;
Ringier/Scout24-Netzwerk;9'022'000;87837310;1060560529;6236;;
Ringier/Scout24-Netzwerk - Anibis.ch;;;86089150;6236;anibis;
Ringier/Scout24-Netzwerk - AutoScout24;;;191534071;6236;autosct;
Ringier/Scout24-Netzwerk - Blick am Abend;;;15998462;6236;baaonl;
Ringier/Scout24-Netzwerk - Blick Online;;;675704401;6236;blickonl;
Ringier/Scout24-Netzwerk - cash/borsalino.ch;;;12898964;6236;cash;
Ringier/Scout24-Netzwerk - energy.ch;;;7721734;6236;energyzh;
Ringier/Scout24-Netzwerk - glueckspost.ch;;;215675;6236;gluecksp;
Ringier/Scout24-Netzwerk - Illustré;;;3247158;6236;illustre;
Ringier/Scout24-Netzwerk - ImmoScout24;;;50100818;6236;immosct;
Ringier/Scout24-Netzwerk - MotoScout24;;;11105565;6236;motosct;
Ringier/Scout24-Netzwerk - online-kiosk.ch;;;73704;6236;onlineki;
Ringier/Scout24-Netzwerk - schweizer-illustrierte.ch;;;5003975;6236;si;
Ringier/Scout24-Netzwerk - Style Online;;;375543;6236;sistyle;
Ringier/Scout24-Netzwerk - TV8;;;491309;6236;tv8;
ROC Online;765'000;4637847;33976381;6246;;
ROC Online - arcinfo.ch;;;8550382;6246;arcinfo;
ROC Online - Journaldujura.ch;;;139697;6246;journal;
ROC Online - La Liberté;;;6124951;6246;liberte;
ROC Online - Le Nouvelliste;;;17517947;6246;nouvell;
ROC Online - Le Quotidien Jurassien;;;1643404;6246;lqj;
Scout24-Netzwerk;4'690'000;27055383;338829604;6239;;
Scout24-Netzwerk - Anibis.ch;;;86089150;6239;anibis;
Scout24-Netzwerk - AutoScout24;;;191534071;6239;autosct;
Scout24-Netzwerk - ImmoScout24;;;50100818;6239;immosct;
Scout24-Netzwerk - MotoScout24;;;11105565;6239;motosct;
SRG SSR;6'930'000;49437888;203210729;6262;;
SRG SSR - RSI.ch;;;7110818;6262;rtsi;
SRG SSR - Rtr.ch;;;505361;6262;rtr;
SRG SSR - rts.ch;;;48661383;6262;rts;
SRG SSR - srf.ch;;;143219809;6262;srf;
SRG SSR - srgssr.ch;;;79473;6262;srg;
SRG SSR - swissinfo.ch;;;3483141;6262;swissinf;
SRG SSR - tvsvizzera.it;;;150744;6262;tvsvizz;
Tamedia Network - Full Reach;13'456'000;177703118;1848605625;6253;;
Tamedia Network - Full Reach - 20 Minuten Friday;;;3672197;6253;frimag;
Tamedia Network - Full Reach - 20 Minuten Tilllate;;;33288523;6253;tilllate;
Tamedia Network - Full Reach - 20 minutes Friday;;;1229352;6253;frimagfr;
Tamedia Network - Full Reach - 20min.ch - D-CH;;;872608215;6253;20minde;
Tamedia Network - Full Reach - 20min.ch - W-CH;;;199738974;6253;20minro;
Tamedia Network - Full Reach - 24heures.ch;;;11829675;6253;24heures;
Tamedia Network - Full Reach - annabelle.ch;;;1222078;6253;annabe;
Tamedia Network - Full Reach - baslerzeitung.ch;;;19208345;6253;baz;
Tamedia Network - Full Reach - bernerzeitung.ch;;;15401053;6253;bernerz;
Tamedia Network - Full Reach - derbund.ch;;;11116439;6253;derbund;
Tamedia Network - Full Reach - doodle.com;;;9168093;6253;doodle;
Tamedia Network - Full Reach - Femina.ch;;;1368565;6253;femina;
Tamedia Network - Full Reach - fuw.ch;;;2265639;6253;fininfo;
Tamedia Network - Full Reach - homegate.ch;;;203703476;6253;homegate;
Tamedia Network - Full Reach - LeMatin.ch;;;74830889;6253;lematin;
Tamedia Network - Full Reach - Starticket;;;2299463;6253;startick;
Tamedia Network - Full Reach - tagesanzeiger.ch;;;76587364;6253;tagesanz;
Tamedia Network - Full Reach - tio.ch;;;39483766;6253;ticinonl;
Tamedia Network - Full Reach - Tribune de Genève;;;16125713;6253;tdg;
Tamedia Network - Full Reach - tutti.ch;;;225742862;6253;tutti;
Tamedia Network - Full Reach - zattoo.com;;;27714944;6253;zattoo;
Tamedia Network - News & Editorial;9'964'000;146628952;1336930433;6268;;
Tamedia Network - News & Editorial - 20min.ch - D-CH;;;872608215;6268;20minde;
Tamedia Network - News & Editorial - 20min.ch - W-CH;;;199738974;6268;20minro;
Tamedia Network - News & Editorial - 24heures.ch;;;11829675;6268;24heures;
Tamedia Network - News & Editorial - baslerzeitung.ch;;;19208345;6268;baz;
Tamedia Network - News & Editorial - bernerzeitung.ch;;;15401053;6268;bernerz;
Tamedia Network - News & Editorial - derbund.ch;;;11116439;6268;derbund;
Tamedia Network - News & Editorial - LeMatin.ch;;;74830889;6268;lematin;
Tamedia Network - News & Editorial - tagesanzeiger.ch;;;76587364;6268;tagesanz;
Tamedia Network - News & Editorial - tio.ch;;;39483766;6268;ticinonl;
Tamedia Network - News & Editorial - Tribune de Genève;;;16125713;6268;tdg;
Tamedia Publications romandes;2'250'000;17332004;104769114;6230;;
Tamedia Publications romandes - 24heures.ch;;;11829675;6230;24heures;
Tamedia Publications romandes - Bilan;;;614272;6230;bilan;
Tamedia Publications romandes - Femina.ch;;;1368565;6230;femina;
Tamedia Publications romandes - LeMatin.ch;;;74830889;6230;lematin;
Tamedia Publications romandes - Tribune de Genève;;;16125713;6230;tdg;
tio.ch;533'000;7446010;39894438;6229;;
tio.ch - laRegione;;;410672;6229;regione;
tio.ch - tio.ch;;;39483766;6229;ticinonl;
TV Premium Network;1'751'000;14149600;47740208;6270;;
TV Premium Network - Teleboy.ch;;;10311227;6270;teleboy;
TV Premium Network - wilmaa.com;;;9714037;6270;wilmaa;
TV Premium Network - zattoo.com;;;27714944;6270;zattoo;
Viacom Netzwerk;93'000;299402;1220011;6272;;
Viacom Netzwerk - mtv.ch;;;344336;6272;mtv;
Viacom Netzwerk - nick.ch;;;822368;6272;nick;
Viacom Netzwerk - vivatv.ch;;;53307;6272;vivatv;
