Webangebote Angebot;Unique Clients;Visits;CH-Visits;Use Time;Page Impressions;Nicht werberel.;WID;Offer;
Meier + Cie AG;90'000;260333;688326;6653;;
Meier + Cie AG - nordagenda.ch;;;131438;6653;nordagen;
Meier + Cie AG - radiomunot.ch;;;124692;6653;radmunot;
Meier + Cie AG - schaffhausen.ch;;;162711;6653;schaffh;
Meier + Cie AG - shn.ch;;;269485;6653;shn;
Newsnet Bern;990'000;4780800;20826541;6656;;
Newsnet Bern - bernerzeitung.ch;;;11933240;6656;bernerz;
Newsnet Bern - derbund.ch;;;8893301;6656;derbund;
Newsnet D-CH;3'088'000;21205344;101368899;6652;;
Newsnet D-CH - baslerzeitung.ch;;;19927565;6652;baz;
Newsnet D-CH - bernerzeitung.ch;;;11933240;6652;bernerz;
Newsnet D-CH - derbund.ch;;;8893301;6652;derbund;
Newsnet D-CH - tagesanzeiger.ch;;;60614793;6652;tagesanz;
Newsnet F-CH;1'912'000;14787789;78298409;6671;;
Newsnet F-CH - 24heures.ch;;;9784606;6671;24heures;
Newsnet F-CH - LeMatin.ch;;;55817081;6671;lematin;
Newsnet F-CH - Tribune de Genève;;;12696722;6671;tdg;
Newsnet national;4'859'000;35858495;179667308;6670;;
Newsnet national - 24heures.ch;;;9784606;6670;24heures;
Newsnet national - baslerzeitung.ch;;;19927565;6670;baz;
Newsnet national - bernerzeitung.ch;;;11933240;6670;bernerz;
Newsnet national - derbund.ch;;;8893301;6670;derbund;
Newsnet national - LeMatin.ch;;;55817081;6670;lematin;
Newsnet national - tagesanzeiger.ch;;;60614793;6670;tagesanz;
Newsnet national - Tribune de Genève;;;12696722;6670;tdg;
PoolFéminin;419'000;732951;2696018;6666;;
PoolFéminin - annabelle.ch;;;1282724;6666;annabe;
PoolFéminin - Femina.ch;;;1413294;6666;femina;
Ringier Romandie;1'540'000;4491070;9654633;6650;;
Ringier Romandie - Illustré;;;1582107;6650;illustre;
Ringier Romandie - LE TEMPS;;;7435714;6650;letemps;
Ringier Romandie - TV8;;;636812;6650;tv8;
Ringier/Scout24-Netzwerk;8'838'000;92922013;1147641387;6655;;
Ringier/Scout24-Netzwerk - Anibis.ch;;;92364343;6655;anibis;
Ringier/Scout24-Netzwerk - AutoScout24;;;194768806;6655;autosct;
Ringier/Scout24-Netzwerk - Blick am Abend;;;14067267;6655;baaonl;
Ringier/Scout24-Netzwerk - Blick Online;;;755566727;6655;blickonl;
Ringier/Scout24-Netzwerk - cash.ch;;;13474564;6655;cash;
Ringier/Scout24-Netzwerk - energy.ch;;;17782727;6655;energyzh;
Ringier/Scout24-Netzwerk - glueckspost.ch;;;251613;6655;gluecksp;
Ringier/Scout24-Netzwerk - Illustré;;;1582107;6655;illustre;
Ringier/Scout24-Netzwerk - ImmoScout24;;;45761411;6655;immosct;
Ringier/Scout24-Netzwerk - MotoScout24;;;5805488;6655;motosct;
Ringier/Scout24-Netzwerk - online-kiosk.ch;;;78280;6655;onlineki;
Ringier/Scout24-Netzwerk - schweizer-illustrierte.ch;;;4975129;6655;si;
Ringier/Scout24-Netzwerk - Style Online;;;526113;6655;sistyle;
Ringier/Scout24-Netzwerk - TV8;;;636812;6655;tv8;
ROC Online;870'000;4675090;37754253;6665;;
ROC Online - arcinfo.ch;;;9733427;6665;arcinfo;
ROC Online - Journaldujura.ch;;;144629;6665;journal;
ROC Online - La Liberté;;;7076634;6665;liberte;
ROC Online - Le Nouvelliste;;;19172788;6665;nouvell;
ROC Online - Le Quotidien Jurassien;;;1626775;6665;lqj;
Scout24-Netzwerk;4'637'000;28364252;338700048;6658;;
Scout24-Netzwerk - Anibis.ch;;;92364343;6658;anibis;
Scout24-Netzwerk - AutoScout24;;;194768806;6658;autosct;
Scout24-Netzwerk - ImmoScout24;;;45761411;6658;immosct;
Scout24-Netzwerk - MotoScout24;;;5805488;6658;motosct;
SRG SSR;6'650'000;51943579;200073565;6681;;
SRG SSR - RSI.ch;;;6683940;6681;rtsi;
SRG SSR - Rtr.ch;;;454713;6681;rtr;
SRG SSR - rts.ch;;;47514110;6681;rts;
SRG SSR - srf.ch;;;141270293;6681;srf;
SRG SSR - srgssr.ch;;;89142;6681;srg;
SRG SSR - swissinfo.ch;;;3942738;6681;swissinf;
SRG SSR - tvsvizzera.it;;;118629;6681;tvsvizz;
Tamedia Network - Full Reach;12'861'000;184445595;1811611860;6672;;
Tamedia Network - Full Reach - 20 Minuten Friday;;;3365375;6672;frimag;
Tamedia Network - Full Reach - 20 Minuten Tilllate;;;24695526;6672;tilllate;
Tamedia Network - Full Reach - 20 minutes Friday;;;1173004;6672;frimagfr;
Tamedia Network - Full Reach - 20min.ch - D-CH;;;895560134;6672;20minde;
Tamedia Network - Full Reach - 20min.ch - W-CH;;;196457772;6672;20minro;
Tamedia Network - Full Reach - 24heures.ch;;;9784606;6672;24heures;
Tamedia Network - Full Reach - annabelle.ch;;;1282724;6672;annabe;
Tamedia Network - Full Reach - baslerzeitung.ch;;;19927565;6672;baz;
Tamedia Network - Full Reach - bernerzeitung.ch;;;11933240;6672;bernerz;
Tamedia Network - Full Reach - derbund.ch;;;8893301;6672;derbund;
Tamedia Network - Full Reach - doodle.com;;;11835258;6672;doodle;
Tamedia Network - Full Reach - Femina.ch;;;1413294;6672;femina;
Tamedia Network - Full Reach - fuw.ch;;;2244938;6672;fininfo;
Tamedia Network - Full Reach - homegate.ch;;;178282443;6672;homegate;
Tamedia Network - Full Reach - LeMatin.ch;;;55817081;6672;lematin;
Tamedia Network - Full Reach - schweizerfamilie.ch;;;295420;6672;chfamili;
Tamedia Network - Full Reach - Starticket;;;3202315;6672;startick;
Tamedia Network - Full Reach - tagesanzeiger.ch;;;60614793;6672;tagesanz;
Tamedia Network - Full Reach - tio.ch;;;34559562;6672;ticinonl;
Tamedia Network - Full Reach - Tribune de Genève;;;12696722;6672;tdg;
Tamedia Network - Full Reach - tutti.ch;;;252267608;6672;tutti;
Tamedia Network - Full Reach - zattoo.com;;;25309179;6672;zattoo;
Tamedia Network - News & Editorial;9'918'000;152052779;1306244776;6687;;
Tamedia Network - News & Editorial - 20min.ch - D-CH;;;895560134;6687;20minde;
Tamedia Network - News & Editorial - 20min.ch - W-CH;;;196457772;6687;20minro;
Tamedia Network - News & Editorial - 24heures.ch;;;9784606;6687;24heures;
Tamedia Network - News & Editorial - baslerzeitung.ch;;;19927565;6687;baz;
Tamedia Network - News & Editorial - bernerzeitung.ch;;;11933240;6687;bernerz;
Tamedia Network - News & Editorial - derbund.ch;;;8893301;6687;derbund;
Tamedia Network - News & Editorial - LeMatin.ch;;;55817081;6687;lematin;
Tamedia Network - News & Editorial - tagesanzeiger.ch;;;60614793;6687;tagesanz;
Tamedia Network - News & Editorial - tio.ch;;;34559562;6687;ticinonl;
Tamedia Network - News & Editorial - Tribune de Genève;;;12696722;6687;tdg;
Tamedia Publications romandes;2'086'000;15534601;80440486;6649;;
Tamedia Publications romandes - 24heures.ch;;;9784606;6649;24heures;
Tamedia Publications romandes - Bilan;;;728783;6649;bilan;
Tamedia Publications romandes - Femina.ch;;;1413294;6649;femina;
Tamedia Publications romandes - LeMatin.ch;;;55817081;6649;lematin;
Tamedia Publications romandes - Tribune de Genève;;;12696722;6649;tdg;
tio.ch;558'000;7247025;35077390;6648;;
tio.ch - laRegione;;;517828;6648;regione;
tio.ch - tio.ch;;;34559562;6648;ticinonl;
TV Premium Network;1'483'000;12609180;42433655;6689;;
TV Premium Network - Teleboy.ch;;;8984864;6689;teleboy;
TV Premium Network - wilmaa.com;;;8139612;6689;wilmaa;
TV Premium Network - zattoo.com;;;25309179;6689;zattoo;
Viacom Netzwerk;94'000;292528;1057475;6691;;
Viacom Netzwerk - mtv.ch;;;426311;6691;mtv;
Viacom Netzwerk - nick.ch;;;585394;6691;nick;
Viacom Netzwerk - vivatv.ch;;;45770;6691;vivatv;
