Webangebote Angebot;Unique Clients;Visits;CH-Visits;Use Time;Page Impressions;Nicht werberel.;WID;Offer;
Newsnet national - tagesanzeiger.ch;;;71083001;6764;tagesanz;
Newsnet national - Tribune de Genève;;;13540508;6764;tdg;
PoolFéminin;421'000;744002;2530235;6760;;
PoolFéminin - annabelle.ch;;;1161458;6760;annabe;
PoolFéminin - Femina.ch;;;1368777;6760;femina;
Ringier Romandie;1'309'000;4086494;8604635;6744;;
Ringier Romandie - Illustré;;;974119;6744;illustre;
Ringier Romandie - LE TEMPS;;;7072014;6744;letemps;
Ringier Romandie - TV8;;;558502;6744;tv8;
ROC Online;764'000;5525654;43630537;6759;;
ROC Online - arcinfo.ch;;;9298311;6759;arcinfo;
ROC Online - Journaldujura.ch;;;144444;6759;journal;
ROC Online - La Liberté;;;7629118;6759;liberte;
ROC Online - Le Nouvelliste;;;24756615;6759;nouvell;
ROC Online - Le Quotidien Jurassien;;;1802049;6759;lqj;
SRG SSR;7'336'000;62934767;234234913;6775;;
SRG SSR - RSI.ch;;;5757337;6775;rtsi;
SRG SSR - Rtr.ch;;;546875;6775;rtr;
SRG SSR - rts.ch;;;55610653;6775;rts;
SRG SSR - srf.ch;;;167827007;6775;srf;
SRG SSR - swissinfo.ch;;;4348420;6775;swissinf;
SRG SSR - tvsvizzera.it;;;144621;6775;tvsvizz;
Tamedia Network - Full Reach;14'037'000;209268585;2138878640;6766;;
Tamedia Network - Full Reach - 20 Minuten Friday;;;3917644;6766;frimag;
Tamedia Network - Full Reach - 20 Minuten Tilllate;;;23249086;6766;tilllate;
Tamedia Network - Full Reach - 20 minutes Friday;;;1307098;6766;frimagfr;
Tamedia Network - Full Reach - 20min.ch - D-CH;;;1065908979;6766;20minde;
Tamedia Network - Full Reach - 20min.ch - W-CH;;;247343053;6766;20minro;
Tamedia Network - Full Reach - 24heures.ch;;;11934027;6766;24heures;
Tamedia Network - Full Reach - annabelle.ch;;;1161458;6766;annabe;
Tamedia Network - Full Reach - baslerzeitung.ch;;;23994743;6766;baz;
Tamedia Network - Full Reach - bernerzeitung.ch;;;16044742;6766;bernerz;
Tamedia Network - Full Reach - derbund.ch;;;11596684;6766;derbund;
Tamedia Network - Full Reach - doodle.com;;;11977732;6766;doodle;
Tamedia Network - Full Reach - Femina.ch;;;1368777;6766;femina;
Tamedia Network - Full Reach - fuw.ch;;;2515719;6766;fininfo;
Tamedia Network - Full Reach - homegate.ch;;;218567629;6766;homegate;
Tamedia Network - Full Reach - LeMatin.ch;;;70848439;6766;lematin;
Tamedia Network - Full Reach - schweizerfamilie.ch;;;698482;6766;chfamili;
Tamedia Network - Full Reach - Starticket;;;3703506;6766;startick;
Tamedia Network - Full Reach - tagesanzeiger.ch;;;71083001;6766;tagesanz;
Tamedia Network - Full Reach - tio.ch;;;36890709;6766;ticinonl;
Tamedia Network - Full Reach - Tribune de Genève;;;13540508;6766;tdg;
Tamedia Network - Full Reach - tutti.ch;;;269485025;6766;tutti;
Tamedia Network - Full Reach - zattoo.com;;;31741599;6766;zattoo;
Tamedia Network - News & Editorial;10'285'000;174649121;1569184885;6781;;
Tamedia Network - News & Editorial - 20min.ch - D-CH;;;1065908979;6781;20minde;
Tamedia Network - News & Editorial - 20min.ch - W-CH;;;247343053;6781;20minro;
Tamedia Network - News & Editorial - 24heures.ch;;;11934027;6781;24heures;
Tamedia Network - News & Editorial - baslerzeitung.ch;;;23994743;6781;baz;
Tamedia Network - News & Editorial - bernerzeitung.ch;;;16044742;6781;bernerz;
Tamedia Network - News & Editorial - derbund.ch;;;11596684;6781;derbund;
Tamedia Network - News & Editorial - LeMatin.ch;;;70848439;6781;lematin;
Tamedia Network - News & Editorial - tagesanzeiger.ch;;;71083001;6781;tagesanz;
Tamedia Network - News & Editorial - tio.ch;;;36890709;6781;ticinonl;
Tamedia Network - News & Editorial - Tribune de Genève;;;13540508;6781;tdg;
Tamedia Publications romandes;2'203'000;17910703;98432505;6743;;
Tamedia Publications romandes - 24heures.ch;;;11934027;6743;24heures;
Tamedia Publications romandes - Bilan;;;740754;6743;bilan;
Tamedia Publications romandes - Femina.ch;;;1368777;6743;femina;
Tamedia Publications romandes - LeMatin.ch;;;70848439;6743;lematin;
Tamedia Publications romandes - Tribune de Genève;;;13540508;6743;tdg;
tio.ch;685'000;8256001;37948676;6742;;
tio.ch - laRegione;;;1057967;6742;regione;
tio.ch - tio.ch;;;36890709;6742;ticinonl;
TV Premium Network;1'661'000;14219398;48820107;6783;;
TV Premium Network - Teleboy.ch;;;10218601;6783;teleboy;
TV Premium Network - wilmaa.com;;;6859907;6783;wilmaa;
TV Premium Network - zattoo.com;;;31741599;6783;zattoo;
Viacom Netzwerk;90'000;269880;990749;6785;;
Viacom Netzwerk - mtv.ch;;;339904;6785;mtv;
Viacom Netzwerk - nick.ch;;;599585;6785;nick;
Viacom Netzwerk - vivatv.ch;;;51260;6785;vivatv;
